,total_meetings,lead_score,customer_sentiment,buying_intent,relationship_strength,budget_status,decision_maker_involvement,customer_urgency,product_interest_level,meeting_outcome,competitor_mention,engagement_score,implementation_readiness,upsell_opportunity,deal_score,objection_budget_not_allocated,objection_competitor_preference,objection_lack_of_internal_buy_in,objection_long_implementation_time,objection_missing_features,objection_no_urgent_business_need,objection_poor_past_experience_support,objection_price_too_high,objection_security_compliance_concerns,objection_unfavorable_contract_terms,num_objections,customer_requirements_API / Technical Integration,customer_requirements_Basic Feature Set,customer_requirements_Compliance-driven Requirements,customer_requirements_Customized Integration,customer_requirements_Enterprise-grade Security,customer_requirements_Multi-department Rollout,customer_requirements_Scalable Infrastructure,customer_requirements_Standard Package,risk_factors_Budget Constraints,risk_factors_Competitor Pressure,risk_factors_Economic Uncertainty,risk_factors_Internal Politics,risk_factors_No Risk Identified,risk_factors_Stakeholder Turnover,risk_factors_Technical Concerns,risk_factors_Timeline Conflict
customer_requirements_Scalable Infrastructure,0.051496454434759184,0.03363545590974036,-0.027764582728130757,0.01682036321429868,0.013354962994833002,0.01899392418193941,0.021913257875225748,0.020678542159107038,-0.015613582484959584,-0.00905643835745482,-0.0010917457447086078,-0.014719105635065647,0.01250890534650226,-0.03210922781444185,0.04778158377978707,-0.02136699996549303,0.0063276287632774006,-0.014215244512353073,0.0024715905200255444,-0.034867241820893374,0.017530280964772774,0.03149394490865031,-0.04200721278776933,-0.06833082918254585,0.030164813524610867,-0.036800294695089934,-0.1337426715233448,-0.1419687297079284,-0.11353724026717368,-0.12471365039580297,-0.1269994804176455,-0.11772202668866831,1.0,-0.13207179716292722,-0.014770216847766042,-0.013199615143291554,-0.06609592078866716,-0.013252820287001362,0.04884513985814876,0.0140414930911698,0.008802551341622862,0.021075567835369145
customer_requirements_Standard Package,-0.0035886101157649153,-0.025049255243958027,0.01157047527934729,-0.018262477503464578,0.029276123813695997,0.0009673217587886532,0.02468773854387573,-0.02980242141337661,-0.03472413228091905,0.0022728980437700707,0.010614599200227365,-0.013231439901949226,0.14705512600507037,-0.05234593460227964,0.08043532746007548,-0.019021620283952365,0.025282099405340566,-0.030944228877489273,-0.19234254612573148,0.0004974688689645742,-0.003652488699018999,-0.011342438664954836,0.025283524066372194,-0.08368027169731047,0.031006619336863078,-0.09022304277960913,-0.16075692042321998,-0.17064453344839453,-0.13647025957243666,-0.14990415657180775,-0.15265169399376105,-0.14150031744466168,-0.13207179716292722,1.0,0.048797523886014695,-0.023078277070361645,0.04892050244855689,0.058535948938311905,-0.04539789068624367,0.02747013962502326,-0.08648871742169732,-0.04572650259810106
risk_factors_Budget Constraints,0.013736590998904324,-0.07041892934223823,-0.0002939464806303222,-0.04097077380792279,-0.007573076748665346,-0.16533074546525156,-0.02334221948777808,-0.020328318622518795,-0.03405890344922747,-0.0343971396127013,0.025658493687094035,-0.03768095085418992,0.02623364728568967,-0.06539180182777185,-0.12919740116748382,0.11700140972656652,0.03973061282360416,-0.043127218720467354,-0.0804275386956388,0.017792784338353053,0.03884234958947285,0.03076813763080808,0.010000897415199477,0.0205331916890037,0.033922602200446135,0.05061574754695096,-0.04826196696837075,0.051430711250611855,-0.055750891419897745,-0.04720338067209892,0.004079443322041941,0.05406648113058074,-0.014770216847766042,0.048797523886014695,1.0,-0.06829079364106866,-0.11474905482203245,-0.07600918515081365,-0.33462869707991966,-0.08253951717367805,-0.06530688201060862,-0.03452768637291421
risk_factors_Competitor Pressure,-0.0321138978517139,-0.04325975485464999,-0.05831818161503125,-0.03490746594148196,-0.03431465964020472,-0.04310004189449284,-0.09181023421185885,-0.03713352301006654,-0.022681036359034713,-0.09125020590281482,0.31276553052467526,-0.026667364739464117,0.041846336589822744,-0.010842239795278964,-0.11147228168549846,0.020231006206783475,0.2083577422984923,0.0288940201345048,-0.00308823883276772,0.0009844943046658258,-0.04752544413260976,0.03294553731065504,0.014228218635578452,0.026664685350839202,0.012292090567687453,0.09020138962288812,-0.024831983000816717,0.005184089863202549,-0.07774830208657439,0.04109851918343903,0.06555803715971482,0.022209971356750718,-0.013199615143291554,-0.023078277070361645,-0.06829079364106866,1.0,-0.08657699746289502,-0.057348158903485706,-0.25247395634789516,-0.062275228149086474,-0.04927337978435738,-0.02605078900339199
risk_factors_Economic Uncertainty,0.0017784491094526636,-0.025314650549161957,-0.04806602320124272,0.01131534092255671,-0.010837971525302694,-0.013515678923777603,0.015662638005284068,-0.009905843667864015,-0.016411093016438304,-0.003626523419298216,0.03907513832647885,0.008429793298266779,0.06584343635900289,0.04982558391677978,-0.05776552872577682,-0.007880129461054805,0.019297049862496984,0.027468551422852934,-0.03070685078297069,0.03803050868776802,-0.052266001217165146,0.008956896782082054,0.024545816715352952,0.08118173194998292,0.02820175123162578,0.03930248863397774,-0.050027132766352324,0.052404691537598656,0.02610850857427268,0.00229630019548645,0.015677408364537675,-0.040225313080320034,-0.06609592078866716,0.04892050244855689,-0.11474905482203245,-0.08657699746289502,1.0,-0.09636214018167806,-0.42423211553771445,-0.10464109710736522,-0.08279408477604525,-0.043773153834160784
risk_factors_Internal Politics,-0.00030553543247258656,-0.09538714272381237,-0.1322049133649147,-0.01586489031206128,-0.12796282452177585,-0.13711413523753987,-0.18035272538065178,0.01401231578933844,-0.006669416540917623,-0.10802379639821535,-0.01505841187991129,-0.046494683448637074,-0.033349104710581584,-0.0366301419491395,-0.20595480351624768,0.09944877710055411,-0.019098210422376936,0.02427741494943229,0.007098442264943638,0.011786147114970348,0.0233508773215669,-0.0579608703005937,0.046032711758136155,-0.005027883118586141,0.04884058834620516,0.06362193665443104,0.007281124463309344,-0.015125495013558081,0.037086687510723804,-0.05672578602838222,-0.021174175211358816,0.003738548207546223,-0.013252820287001362,0.058535948938311905,-0.07600918515081365,-0.057348158903485706,-0.09636214018167806,1.0,-0.2810091766493243,-0.06931372582330707,-0.05484237694937661,-0.028995112505074427
risk_factors_No Risk Identified,-0.008520668979347534,0.18336272558550523,0.17504425420694025,0.07072892790499066,0.16388694210427232,0.2856665727487761,0.2336806150251323,0.026713701672803413,0.07545531719586897,0.15319407318356307,-0.1937209962246476,0.08341974471431272,0.005928221249825049,0.0349521983956081,0.41649938617564963,-0.13948283737336098,-0.1406391980066229,-0.04949582614636986,-0.028342968071451407,-0.05549550257627079,-0.05947648770829064,-0.05214171551441013,-0.10753279478618619,-0.058042053336747404,-0.044773329050274334,-0.23414973007737763,0.06132761803567737,-0.02620421573773624,-0.0004264723332640775,0.03312536070975631,-0.02880126853800397,-0.03785838389848709,0.04884513985814876,-0.04539789068624367,-0.33462869707991966,-0.25247395634789516,-0.42423211553771445,-0.2810091766493243,1.0,-0.30515209071097044,-0.24144230867523342,-0.1276503188398522
risk_factors_Stakeholder Turnover,-0.018500992608479642,-0.08766762123208774,-0.08268449323033804,-0.05906716444963557,-0.11761696799756481,-0.14829411472405202,-0.20400941925629842,-0.021865273426669392,-0.04619324843937476,-0.08354351073268396,0.09770069621903527,-0.09124180091877837,0.023348689749709207,-0.05601282279228407,-0.20347770526384415,0.031047484325316312,0.05036622517262072,0.0862795962814575,-0.03233483870095475,0.063587462291943,0.12337599036557428,0.044957557620784204,0.07549149859330719,-0.05822314775583048,-0.04296909187634167,0.1117506646608207,-0.06551251253657822,0.03411346671183012,0.008310299869183736,-0.04376172460080691,-0.03472465898992366,0.06412741196134095,0.0140414930911698,0.02747013962502326,-0.08253951717367805,-0.062275228149086474,-0.10464109710736522,-0.06931372582330707,-0.30515209071097044,1.0,-0.05955416184342467,-0.03148622869481846
risk_factors_Technical Concerns,0.03230881516525868,-0.03898954402065147,0.010480299319914343,-0.024233013246497494,-0.019240428463825236,-0.016975356318186533,0.019829392239422226,0.038006553507142674,-0.03719105795370021,0.020511951544854,-0.056065298939176014,0.022721668263461108,-0.1281446346801158,0.0034969463135830323,-0.0809791224401807,0.00021308258028467764,-0.009116183145740265,-0.05815260866732386,0.12931031541541302,-0.014877387431094815,0.020063009319965606,0.038733193119428036,0.06152405597403849,0.016856249319230927,0.018011815859771057,0.06994614284223512,0.0653396301409326,-0.09296983618144483,0.06727009007282568,0.05005589923469468,0.01790401838691292,-0.01590779194862951,0.008802551341622862,-0.08648871742169732,-0.06530688201060862,-0.04927337978435738,-0.08279408477604525,-0.05484237694937661,-0.24144230867523342,-0.05955416184342467,1.0,-0.024912520605188233
risk_factors_Timeline Conflict,0.0431001101907968,-0.007645203848532835,-0.07091836937228654,0.033261847900780274,-0.03521214076019997,-0.0767504196865456,-0.038540211745003834,-0.017540272519838175,0.02932295639837381,-0.026948008601041698,-0.009007023349211477,0.013083417680250743,-0.1113639637681097,0.0766147932094027,-0.09287147677777856,0.03304303488221368,0.010010182197151097,0.04766024608233592,0.23773472650305055,-0.054134252209735924,0.04708486584032461,0.014177217007174244,-0.030791536951042003,0.02613624125577765,-0.0309998505418049,0.10391341691529012,0.05546423121598446,-0.04915306391894032,-0.010511300325210084,0.010392943766548517,0.03530311101233147,-0.012764949351285821,0.021075567835369145,-0.04572650259810106,-0.03452768637291421,-0.02605078900339199,-0.043773153834160784,-0.028995112505074427,-0.1276503188398522,-0.03148622869481846,-0.024912520605188233,1.0
